"","wkt_words"
"4129","kategori teorisi"
"4130","kategorizasyon"
"4131","katýr"
"4132","katil"
"4133","katký"
"4134","katliam"
"4135","katma"
"4136","katmer"
"4137","Katolik"
"4138","katran"
"4139","katsayý"
"4140","katyon"
"4141","kauçuk"
"4142","kavaða"
"4143","kavak"
"4144","kavalye"
"4145","kavanoz"
"4146","kavat"
"4147","kavga"
"4148","kavil"
"4149","kavim"
"4150","kavram"
"4151","kavrama"
"4152","kavþak"
"4153","kavun"
"4154","kavun sineði"
"4155","kavuniçi"
"4156","kavurma"
"4157","kavuþum"
"4158","kaya"
"4159","kaya kartalý"
"4160","kaya tuzu"
"4161","kayak"
"4162","kayakçý"
"4163","kayalýk"
"4164","kaybetme"
"4165","kaydedici"
"4166","kaydýrak"
"4167","kaygana"
"4168","kaygý"
"4169","kayýb"
"4170","kayýk"
"4171","kayýkçý"
"4172","kayýn"
"4173","kayýnbirader"
"4174","kayýnço"
"4175","kayýp"
"4176","kayýsý"
"4177","kayýþ"
"4178","kayýt"
"4179","kayýtsýz"
"4180","kaykay"
"4181","kaykaycý"
"4182","kaymak"
"4183","kaynaç"
"4184","kaynak"
"4185","kaynak kodu"
"4186","kaynama noktasý"
"4187","kaynana"
"4188","kaynata"
"4189","kaz"
"4190","kaza"
"4191","kazak"
"4192","kazan"
"4193","kazancý"
"4194","kazanç"
"4195","kazanma"
"4196","kazayaðý"
"4197","kazý"
"4198","kazý bilimci"
"4199","kazma"
"4200","ke"
"4201","kebap"
"4202","kebze"
"4203","keçe"
"4204","keçi"
"4205","kedi"
"4206","kedicik"
"4207","kedisever"
"4208","kefal"
"4209","kefalet"
"4210","kefe"
"4211","kefen"
"4212","kefil"
"4213","kefir"
"4214","kehribar"
"4215","kek"
"4216","kekik"
"4217","keklik"
"4218","kelam"
"4219","kelaynak"
"4220","kelebek"
"4221","kelebek etkisi"
"4222","kelek"
"4223","kelepçe"
"4224","kelime"
"4225","kelime hazinesi"
"4226","kelime oyunu"
"4227","kelimecik"
"4228","kelle"
"4229","kelle avcýsý"
"4230","kellik"
"4231","keman"
"4232","kemençe"
"4233","kemer"
"4234","kemik"
"4235","kemirici"
"4236","kenar"
"4237","kendir"
"4238","kene"
"4239","kene ýsýrýðý"
"4240","kene ýsýrýmý"
"4241","kene sineði"
"4242","kenevir"
"4243","kent"
"4244","kental"
"4245","kepçe"
"4246","kepek"
"4247","keran"
"4248","kerata"
"4249","kere"
"4250","kereste"
"4251","keresteci"
"4252","kerevet"
"4253","kereviz"
"4254","kerhane"
"4255","kerindi"
"4256","kerkenez"
"4257","kermen"
"4258","kerpeten"
"4259","kerpiç"
"4260","kertenkele"
"4261","kervan"
"4262","kervansaray"
"4263","kese"
"4264","keser"
"4265","kesim"
"4266","kesinlik"
"4267","kesme"
"4268","keson"
"4269","kestane"
"4270","kestirme"
"4271","kesyap"
"4272","keþ"
"4273","keþide"
"4274","keþif"
"4275","keþik"
"4276","keþkek"
"4277","ketçap"
"4278","kete"
"4279","keten"
"4280","kevaþe"
"4281","kevgir"
"4282","keyif"
"4283","kez"
"4284","kýble"
"4285","kýç"
"4286","kýl"
"4287","kýlavuz"
"4288","kýlýbýk"
"4289","kýlýç"
"4290","kýlýç balýðý"
"4291","kýlýf"
"4292","kýlýk"
"4293","kýlýk kýyafet"
"4294","kýlkapan"
"4295","kýllýk"
"4296","kýllýlýk"
"4297","kýlsýzlýk"
"4298","kýmýl"
"4299","kýmýz"
"4300","kýn"
"4301","kýna"
"4302","Kýpti"
"4303","kýr"
"4304","kýr kýrlangýcý"
"4305","kýr pidesi"
"4306","kýrbaç"
"4307","kýrýk"
"4308","kýrým"
"4309","kýrýntý"
"4310","kýrýþýklýk"
"4311","kýrkayak"
"4312","kýrlangýç"
"4313","kýrmýzý"
"4314","kýrmýzý kart"
"4315","kýrmýzý þarap"
"4316","kýro"
"4317","kýrtasiye"
"4318","kýsalýk"
"4319","kýsaltma"
"4320","kýsayol"
"4321","kýsým"
"4322","kýsýr"
"4323","kýskançlýk"
"4324","kýsmet"
"4325","kýsrak"
"4326","kýstas"
"4327","kýþ"
"4328","kýþ uykusu"
"4329","kýþkýrtma"
"4330","kýþla"
"4331","kýþlýk"
"4332","kýta"
"4333","kýtaat"
"4334","kýtýpiyos"
"4335","kývanç"
"4336","kývcý"
"4337","kývýrcýk"
"4338","kývrým"
"4339","kýyafet"
"4340","kýyamet"
"4341","kýyý"
"4342","kýyýdaþ"
"4343","kýyýn"
"4344","kýyma"
"4345","kýymet"
"4346","kýz"
"4347","kýz kurusu"
"4348","kýz kuþu"
"4349","kýzamýk"
"4350","kýzamýkçýk"
"4351","kýzan"
"4352","kýzarma"
"4353","kýzýl"
"4354","Kýzýlbaþ"
"4355","kýzýlgerdan"
"4356","kýzlýk"
"4357","kýzlýk zarý"
"4358","kibir"
"4359","kibrit"
"4360","kibutz"
"4361","kil"
"4362","kiler"
"4363","kilim"
"4364","kilink"
"4365","kilise"
"4366","kilit"
"4367","kilo"
"4368","kilogram"
"4369","kilokalori"
"4370","kimlik"
"4371","kimlik krizi"
"4372","kimofobi"
"4373","kimya"
"4374","kimyacý"
"4375","kimyager"
"4376","kimyasal tepkime"
"4377","kimyon"
"4378","kinematik"
"4379","kinetik"
"4380","kip"
"4381","kipa"
"4382","kir"
"4383","kira"
"4384","kiralik katil"
"4385","kiraz"
"4386","kireç"
"4387","kiriþ"
"4388","kirlikartopu"
"4389","kirlilik"
"4390","kirmen"
"4391","kirpi"
"4392","kirpik"
"4393","kispet"
"4394","kist"
"4395","kisve"
"4396","kiþi"
"4397","kiþneme"
"4398","kiþniþ"
"4399","kitabe"
"4400","kitabevi"
"4401","kitap"
"4402","kitap kurdu"
"4403","kitapçý"
"4404","kitapçýk"
"4405","kitapçýlýk"
"4406","kitaplýk"
"4407","kivi"
"4408","kiyiz"
"4409","kizartma"
"4410","klakson"
"4411","klarnet"
"4412","klasör"
"4413","klatrat"
"4414","klavye"
"4415","klima"
"4416","klinik"
"4417","klinik psikoloji"
"4418","klip"
"4419","kliþe"
"4420","klitoris"
"4421","kloak"
"4422","klon"
"4423","klor"
"4424","klorlama"
"4425","klorlanma"
"4426","klorofil"
"4427","kloroplast"
"4428","klostrofobi"
"4429","klüp"
"4430","knez"
"4431","koala"
"4432","koalisyon"
"4433","kobalt"
"4434","kobay"
"4435","kobra"
"4436","koca"
"4437","kocalýk"
"4438","kociþ"
"4439","koç"
"4440","koçan"
"4441","kod"
"4442","kodak"
"4443","koful"
"4444","koðuþ"
"4445","kok"
"4446","kokain"
"4447","kokarca"
"4448","koklis"
"4449","kokoreç"
"4450","kokoroz"
"4451","kokteyl"
"4452","koku"
"4453","kol"
"4454","kol askýsý"
"4455","kola"
"4456","kolaç"
"4457","kolaðasý"
"4458","kolaj"
"4459","kolajen"
"4460","kolaylýk"
"4461","kolej"
"4462","koleksiyon"
"4463","kolektör"
"4464","koleti"
"4465","koli"
"4466","kolika"
"4467","kolit"
"4468","koliva"
"4469","kolokas"
"4470","kolon"
"4471","koloni"
"4472","kolonizasyon"
"4473","kolonya"
"4474","kolordu"
"4475","koltuk"
"4476","koltuk altý"
"4477","kolye"
"4478","koma"
"4479","komando"
"4480","komar"
"4481","kombinasyon"
"4482","kombinezon"
"4483","komedi"
"4484","komedya"
"4485","komedyen"
"4486","komiser"
"4487","komisyon"
"4488","komisyoncu"
"4489","komitacý"
"4490","komite"
"4491","kompartýman"
"4492","kompilasyon"
"4493","kompleks"
"4494","kompleks sayý"
"4495","komposto"
"4496","kompozisyon"
"4497","kompresör"
"4498","komþu"
"4499","komursga"
"4500","komuta zinciri"
"4501","komutan"
"4502","komünikasyon"
"4503","komünist"
"4504","komünizm"
"4505","konç"
"4506","kondansatör"
"4507","kondisyon"
"4508","kondom"
"4509","kondüktör"
"4510","konfederasyon"
"4511","konferans"
"4512","konfigürasyon"
"4513","konfor"
"4514","kongre"
"4515","koni"
"4516","konjenital defekt"
"4517","konjestiyon"
"4518","konjonktivit"
"4519","konjonktür"
"4520","konkav açý"
"4521","konkav dörtgen"
"4522","konsantrasyon"
"4523","konsensüs"
"4524","konser"
"4525","konservatör"
"4526","konservatuvar"
"4527","konsey"
"4528","konsolos"
"4529","konsolosluk"
"4530","konsomasyon"
"4531","konsomatör"
"4532","konsonant"
"4533","konstrüksiyon"
"4534","konsulto"
"4535","konsültasyon"
"4536","kontak"
"4537","kontak lens"
"4538","kontakt lens"
"4539","kontaktör"
"4540","kontaminasyon"
"4541","kontekst"
"4542","kontes"
"4543","kontrast"
"4544","kontrat"
"4545","kontrbas"
"4546","kontrendikasyon"
"4547","kontrfile"
"4548","kontrol"
"4549","kontrol noktasý"
"4550","kontrolör"
"4551","kontrplak"
"4552","kontuar"
"4553","konu"
"4554","konuk"
"4555","konulma"
"4556","konum"
"4557","konuþma"
"4558","konuþma dili"
"4559","konuþma terapisi"
"4560","konuþmacý"
"4561","konut"
"4562","konürbasyon"
"4563","konvansiyon"
"4564","konveks açý"
"4565","konveks dörtgen"
"4566","konyak"
"4567","koordinasyon"
"4568","koordinat"
"4569","koordinat ekseni"
"4570","koordinat sistemi"
"4571","Kopenhaglý"
"4572","kopernikyum"
"4573","kopuz"
"4574","kopülasyon"
"4575","kopya"
"4576","kor"
"4577","kordalýlar"
"4578","kordon"
"4579","korelasyon"
"4580","Koreli"
"4581","koridor"
"4582","korimboz"
"4583","korkak"
"4584","korku"
"4585","korku filmi"
"4586","korkuluk"
"4587","korkutma"
"4588","koronavirüs"
"4589","korsan"
"4590","korsanlýk"
"4591","korse"
"4592","kort"
"4593","koru"
"4594","korugan"
"4595","koruma"
"4596","korunga"
"4597","korunma"
"4598","koruyucu"
"4599","korvet"
"4600","kosinüs"
"4601","koþucu"
"4602","koþul"
"4603","koþulluluk"
"4604","koþulsuzluk"
"4605","kot"
"4606","kotanjant"
"4607","kova"
"4608","kovan"
"4609","kovboy"
"4610","kovma"
"4611","koy"
"4612","koyu sýrtlý saka"
"4613","koyun"
"4614","koz"
"4615","koza"
"4616","kozmonot"
"4617","köç"
"4618","köçek"
"4619","köfte"
"4620","köðüz"
"4621","kök"
"4622","köken"
"4623","köken bilimi"
"4624","köknar"
"4625","kökteþ"
"4626","kökteþlik"
"4627","köle"
"4628","kölelik"
"4629","kölük"
"4630","köm"
"4631","kömür"
"4632","köpeðinci"
"4633","köpek"
"4634","köpek balýðý"
"4635","köpek kulübesi"
"4636","köpek pozisyonu"
"4637","köpke"
"4638","köprü"
"4639","köpük"
"4640","köpük bellek"
"4641","kör"
"4642","körfez"
"4643","köri"
"4644","körling"
"4645","körlük"
"4646","körük"
"4647","köstebek"
"4648","köþe"
"4649","köþe vuruþu"
"4650","köþek"
"4651","köþk"
"4652","kötü"
"4653","kötüleme"
"4654","kötülük"
"4655","köy"
"4656","köygöçüren"
"4657","köylü"
"4658","köylülük"
"4659","köz"
"4660","kraker"
"4661","kral"
"4662","kraliçe"
"4663","kraliçe arý"
"4664","kraliçelik"
"4665","kraliyet"
"4666","krallýk"
"4667","kravat"
"4668","kreasyon"
"4669","kredibilite"
"4670","krem þanti"
"4671","krema"
"4672","krep"
"4673","kriket"
"4674","kriminel"
"4675","kriminolog"
"4676","kriptografi"
"4677","kripton"
"4678","kristal"
"4679","kriter"
"4680","kriz"
"4681","krizantem"
"4682","krom"
"4683","kromozom"
"4684","kronometre"
"4685","kroþe"
"4686","kruvasan"
"4687","kruvazör"
"4688","ksenon"
"4689","kuaför"
"4690","kubbe"
"4691","kucak"
"4692","kudret"
"4693","kuduz"
"4694","kuðu"
"4695","kukla"
"4696","kuklacý"
"4697","kuklacýlýk"
"4698","kuku"
"4699","kukumav"
"4700","kul"
"4701","kulaç"
"4702","kulaðakaçan"
"4703","kulak"
"4704","kulak kepçesi"
"4705","kulak memesi"
"4706","kulakçýk"
"4707","kulaklý orman baykuþu"
"4708","kulaklýk"
"4709","kule"
"4710","kullanýcý"
"4711","kullanýcý adý"
"4712","kullaným"
"4713","kullaným senaryosu"
"4714","kullanýþ"
"4715","kullanma"
"4716","kulluk"
"4717","kulübe"
"4718","kulüp"
"4719","kum"
"4720","kum fýrtýnasý"
"4721","kum saati"
"4722","kum sineði"
"4723","kuma"
"4724","kumanda"
"4725","kumandan"
"4726","kumanya"
"4727","kumar"
"4728","kumaþ"
"4729","kumbara"
"4730","kumpir"
"4731","kumral"
"4732","kumru"
"4733","kumsal"
"4734","kundak"
"4735","kundakçýlýk"
"4736","kundaklama"
"4737","kundura"
"4738","kunduz"
"4739","Kunduz"
"4740","kupa"
"4741","kupon"
"4742","kupür"
"4743","kur"
"4744","kurabiye"
"4745","kuraklýk"
"4746","kural"
"4747","kuram"
"4748","kuran"
"4749","kurbaða"
"4750","kurbaðacýk"
"4751","kurbaðalama"
"4752","kurban"
"4753","kurgan"
"4754","kurma"
"4755","kursiyer"
"4756","kurþun"
"4757","kurþuncu"
"4758","kurt"
"4759","kurt sineði"
"4760","kurtçuk"
"4761","kurul"
"4762","kurultay"
"4763","kuruluþ"
"4764","kurum"
"4765","kuruþ"
"4766","kurye"
"4767","kuskus"
"4768","kusma"
"4769","kusmuk"
"4770","kusur"
"4771","kuþ"
"4772","kuþ bilimi"
"4773","kuþ sever"
"4774","kuþak"
"4775","kuþatma"
"4776","kuþburnu"
"4777","kuþkonmaz"
"4778","kuþku"
"4779","kuþkuculuk"
"4780","kuþsever"
"4781","kuþtüyü"
"4782","kut"
"4783","kutlama"
"4784","kutsallýk"
"4785","kutu"
"4786","kutup"
"4787","kutup ayýsý"
"4788","kuvantum"
"4789","kuvantum bilgisayarý"
"4790","kuvars"
"4791","kuvertür"
"4792","kuvvet"
"4793","kuvvetlilik"
"4794","kuvvetsizlik"
"4795","kuyan"
"4796","kuyruk"
"4797","kuyruklu yýldýz"
"4798","kuyu"
"4799","kuyumcu"
"4800","kuzen"
"4801","kuzey"
"4802","kuzeybatý"
"4803","kuzeydoðu"
"4804","kuzgun"
"4805","kuzu"
"4806","küçük aðaçkakan"
"4807","Küçük Ayý"
"4808","küçük gezegen"
"4809","küçük gümüþ martý"
"4810","küçük karga"
"4811","küçük parmak"
"4812","küçüklük"
"4813","küf"
"4814","küfe"
"4815","küfür"
"4816","kükürt"
"4817","kül"
"4818","külah"
"4819","külçe"
"4820","külek"
"4821","külfet"
"4822","küllük"
"4823","külot"
"4824","külotlu çorap"
"4825","kült"
"4826","kültür"
"4827","kümbet"
"4828","küme"
"4829","küme parantezi"
"4830","kümes"
"4831","kümes hayvaný"
"4832","künefe"
"4833","künk"
"4834","küp"
"4835","küpe"
"4836","küratör"
"4837","kürdan"
"4838","kürek"
"4839","küreselleþme"
"4840","küriyum"
"4841","kürk"
"4842","kürke"
"4843","kürsü"
"4844","kürtaj"
"4845","küsur"
"4846","kütikül"
"4847","kütle"
"4848","kütle çekim etkileþimi"
"4849","kütle çekim kuvveti"
"4850","kütük"
"4851","kütüphane"
"4852","kütüphaneci"
"4853","kütüphanecilik"
"4854","küvet"
"4855","küykü"
"4856","KYM"
"4857","kâbus"
"4858","kâfir"
"4859","kâðýt"
"4860","kâhin"
"4861","kâhya"
"4862","kâinat"
"4863","kâkül"
"4864","kânun"
"4865","kânunuevel"
"4866","kânunuevvel"
"4867","kânunusani"
"4868","kâr"
"4869","kâse"
"4870","kâtip"
"4871","La Niña"
"4872","labada"
"4873","labirent"
"4874","laboratuvar"
"4875","lacivert"
"4876","laço"
"4877","ladin"
"4878","laf"
"4879","lafýz"
"4880","laðým"
"4881","laðýv"
"4882","laðv"
"4883","lahana"
"4884","lahana sineði"
"4885","lahika"
"4886","lahmacun"
"4887","lahza"
"4888","laik"
"4889","lakaytlýk"
"4890","lakros"
"4891","laktasyon"
"4892","lala"
"4893","lale"
"4894","lamba"
"4895","lanet"
"4896","lanse"
"4897","lansman"
"4898","lantan"
"4899","laparoskopi"
"4900","larva"
"4901","lastik"
"4902","laterna"
"4903","Latin alfabesi"
"4904","lava lambasý"
"4905","lavabo"
"4906","lavanta"
"4907","lavaþ"
"4908","lavman"
"4909","lavrensiyum"
"4910","Lawrence sakasý"
"4911","layiha"
"4912","lazer"
"4913","lazut"
"4914","le"
"4915","leblebi"
"4916","Lefkoþalý"
"4917","leðen"
"4918","lehçe"
"4919","lejant"
"4920","leke"
"4921","leksikografi"
"4922","lektör"
"4923","lenf sistemi"
"4924","lenfatik sistem"
"4925","lenfoma"
"4926","lengüist"
"4927","lengüistik"
"4928","lens"
"4929","leopar"
"4930","lepistes"
"4931","leþ"
"4932","leþker"
"4933","Leton"
"4934","levazým"
"4935","levent"
"4936","levitasyon"
"4937","levrek"
"4938","levye"
"4939","leylak"
"4940","leylek"
"4941","lezar"
"4942","lezbiyen"
"4943","lezbiyenizm"
"4944","lezbiyenlik"
"4945","lezyon"
"4946","lezzet"
"4947","lezzetlilik"
"4948","liberalizm"
"4949","liberasyon"
"4950","lider"
"4951","liderlik"
"4952","lig"
"4953","ligaz"
"4954","likit"
"4955","liman"
"4956","limon"
"4957","limonata"
"4958","limonluk"
"4959","linin"
"4960","lipofobi"
"4961","lira"
"4962","liret"
"4963","lisan"
"4964","lisans"
"4965","lise"
"4966","liseli"
"4967","liste"
"4968","lisâniyat"
"4969","literatür"
"4970","lityum"
"4971","livermoryum"
"4972","liyakat"
"4973","lobi"
"4974","loca"
"4975","locked-in sendromu"
"4976","lodos"
"4977","logaritma"
"4978","loðusa"
"4979","lokanta"
"4980","lokasyon"
"4981","lokma"
"4982","lokomotif"
"4983","lokum"
"4984","lolipop"
"4985","lor"
"4986","lord"
"4987","lordu"
"4988","lorentiyum"
"4989","losyon"
"4990","lökoplast"
"4991","lökosit"
"4992","lösemi"
"4993","Lubunca"
"4994","Lubunyaca"
"4995","lunapark"
"4996","lutr"
"4997","lüfer"
"4998","lügat"
"4999","lügatçe"
"5000","lütesyum"
"5001","lütuf"
"5002","lüzum"
"5003","lûgat"
"5004","maarif"
"5005","maaþ"
"5006","mabat"
"5007","macera"
"5008","maç"
"5009","maça"
"5010","madalya"
"5011","madalyon"
"5012","madam"
"5013","madde"
"5014","maddecilik"
"5015","maden"
"5016","madenci"
"5017","madrabaz"
"5018","maestro"
"5019","mafya"
"5020","mafya babasý"
"5021","maganda"
"5022","magma"
"5023","magnezyum"
"5024","maðara"
"5025","maðaza"
"5026","maðfiret"
"5027","maðz"
"5028","mahal"
"5029","mahalle"
"5030","maharet"
"5031","mahdum"
"5032","mahi"
"5033","mahiyet"
"5034","mahkeme"
"5035","mahkûm"
"5036","mahlas"
"5037","mahlep"
"5038","mahsul"
"5039","mahþer"
"5040","mahzen"
"5041","majeste"
"5042","majör"
"5043","makale"
"5044","makam"
"5045","makar"
"5046","makara"
"5047","makarna"
"5048","makaron"
"5049","makas"
"5050","makat"
"5051","Makedon"
"5052","makina"
"5053","makine"
"5054","makine dili"
"5055","makineli tüfek"
"5056","makrama"
"5057","maksat"
"5058","makta"
"5059","maktul"
"5060","makyaj"
"5061","makyör"
"5062","makyöz"
"5063","mal"
"5064","malak"
"5065","malamoz"
"5066","malarya"
"5067","mali yardým"
"5068","maliye"
"5069","maliyet"
"5070","malt"
"5071","malum"
"5072","malumat"
"5073","malzeme"
"5074","malî yardým"
"5075","mama"
"5076","mamut"
"5077","mana"
"5078","manas"
"5079","manastýr"
"5080","manat"
"5081","manav"
"5082","mancýnýk"
"5083","manço"
"5084","manda"
"5085","mandal"
"5086","mandalina"
"5087","mandýra"
"5088","mandolin"
"5089","maneviyat"
"5090","manevra"
"5091","manga"
"5092","manganez"
"5093","mango sineði"
"5094","mangrov"
"5095","mani"
"5096","manifesto"
"5097","manik depresyon"
"5098","manipülasyon"
"5099","manipülatör"
"5100","manita"
"5101","manivela"
"5102","manken"
"5103","Manksça"
"5104","manolya"
"5105","mantalite"
"5106","mantar"
"5107","mantý"
"5108","mantýk"
"5109","manti"
"5110","manyak"
"5111","manyok"
"5112","manzara"
"5113","maral"
"5114","marangoz"
"5115","maraton"
"5116","maratoncu"
"5117","mareþal"
"5118","margarin"
"5119","marifet"
"5120","marinasyon"
"5121","marj"
"5122","marka"
"5123","market"
"5124","marketing"
"5125","marmelat"
"5126","marþ"
"5127","mart"
"5128","martý"
"5129","marul"
"5130","maruzat"
"5131","masa"
"5132","masa örtüsü"
"5133","masaj"
"5134","masal"
"5135","masaüstü"
"5136","maserasyon"
"5137","maskara"
"5138","maske"
"5139","maskeli iskete"
"5140","maslahatgüzar"
"5141","maslak"
"5142","masör"
"5143","masraf"
"5144","mastar"
"5145","mastika"
"5146","mastürbasyon"
"5147","masumiyet"
"5148","maþa"
"5149","maþrapa"
"5150","matbaa"
"5151","matbuat"
"5152","matem"
"5153","matematik"
"5154","materyal"
"5155","materyalist"
"5156","materyalizm"
"5157","materyel"
"5158","matla"
"5159","matmazel"
"5160","matruþka"
"5161","mavera"
"5162","mavi"
"5163","mavi alakarga"
"5164","maya"
"5165","mayasýl"
"5166","maydanoz"
"5167","mayýn"
"5168","mayýn gemisi"
"5169","mayýs"
"5170","mayi"
"5171","maymun"
"5172","mayn"
"5173","mayo"
"5174","mayonez"
"5175","mazgal"
"5176","mazý"
"5177","mazi"
"5178","mazoþizm"
"5179","mazot"
"5180","me"
"5181","mebus"
"5182","mebusan"
"5183","mecaz"
"5184","meclis"
"5185","mecmua"
"5186","meçhul"
"5187","medarýiftihar"
"5188","medek"
"5189","medeniyet"
"5190","medih"
"5191","meditasyon"
"5192","medrese"
"5193","medya"
"5194","mefhum"
"5195","mefkûre"
"5196","mefruþat"
"5197","megafon"
"5198","megakent"
"5199","megalomani"
"5200","megapol"
"5201","megavat"
"5202","mehtap"
"5203","mehter"
"5204","mekanik"
"5205","mekanizma"
"5206","mekik"
"5207","mektep"
"5208","mektup"
"5209","mekân"
"5210","melankoli"
"5211","melek"
"5212","melemen"
"5213","mellah"
"5214","melodi"
"5215","meltem"
"5216","meme"
"5217","memeli"
"5218","memleket"
"5219","memnuniyet"
"5220","memur"
"5221","mendil"
"5222","menekþe"
"5223","menemen"
"5224","menfaat"
"5225","meni"
"5226","mensucat"
"5227","mensup"
"5228","menteþe"
"5229","menü"
"5230","merak"
"5231","meram"
"5232","merasim"
"5233","mercan"
"5234","mercek"
"5235","mercimek"
"5236","merdiven"
"5237","merhamet"
"5238","merhem"
"5239","merhum"
"5240","meri"
"5241","meritokrasi"
"5242","meriyet"
"5243","merkantilizm"
"5244","merkez"
"5245","mermer"
"5246","mermi"
"5247","mersin"
"5248","Merso"
"5249","mesafe"
"5250","mesai"
"5251","mesaj"
"5252","mescit"
"5253","mesele"
"5254","mesen"
"5255","meslek"
"5256","meslek dili"
"5257","mesnevi"
"5258","mesuliyet"
"5259","mesuliyetsizlik"
"5260","meþale"
"5261","meþe"
"5262","meþrubat"
"5263","met"
"5264","metafaz"
"5265","metafor"
"5266","metal"
"5267","metalürji"
"5268","metanet"
"5269","metelik"
"5270","meteor"
"5271","meteoroloji"
"5272","metilfenidat"
"5273","metin"
"5274","metin dosya"
"5275","metin dosyasý"
"5276","metot"
"5277","metrdotel"
"5278","metre"
"5279","metres"
"5280","metro"
"5281","metropol"
"5282","mevcudiyet"
"5283","mevduat"
"5284","mevki"
"5285","mevsim"
"5286","mevta"
"5287","mevzi"
"5288","mevzu"
"5289","mevzuat"
"5290","meyan"
"5291","meydan"
"5292","meydan okuma"
"5293","meyhane"
"5294","meyve"
"5295","meyve sineði"
"5296","meyve suyu"
"5297","meyvesizlik"
"5298","mezar"
"5299","mezarlýk"
"5300","mezbaha"
"5301","mezgeldek"
"5302","mezhep"
"5303","mezon"
"5304","mezra"
"5305","mezuniyet"
"5306","mýh"
"5307","mýknatýs"
"5308","mýntýka"
"5309","mýr"
"5310","mýrlama"
"5311","mýsdak"
"5312","mýsýr"
"5313","mýsýr gevreði"
"5314","mýsra"
"5315","mýzýka"
"5316","mýzýkacý"
"5317","mýzrak"
"5318","mýzrap"
"5319","mibzer"
"5320","miço"
"5321","mide"
"5322","midye"
"5323","migren"
"5324","mihrap"
"5325","mihver"
"5326","mikdar"
"5327","mikrobiyoloji"
"5328","mikrobiyota"
"5329","mikrofiber"
"5330","mikrofon"
"5331","mikroiþlemci"
"5332","mikronova"
"5333","mikroorganizma"
"5334","mikrop"
"5335","mikroskop"
"5336","miktar"
"5337","mikyas"
"5338","mikâp"
"5339","mil"
"5340","milenyum"
"5341","milimetre"
"5342","milis"
"5343","milisaniye"
"5344","militan"
"5345","millet"
"5346","milletvekili"
"5347","milliyet"
"5348","milyarder"
"5349","milyoner"
"5350","mim"
"5351","mimar"
"5352","mimari"
"5353","mimari desen"
"5354","mimarlýk"
"5355","minare"
"5356","minber"
"5357","minci"
"5358","minder"
"5359","mineraloji"
"5360","minibüs"
"5361","minnettar"
"5362","minör"
"5363","miralay"
"5364","miras"
"5365","mirasyedi"
"5366","misafir"
"5367","misafirperverlik"
"5368","misak"
"5369","misil"
"5370","misket"
"5371","mistik"
"5372","mistisizm"
"5373","misyon"
"5374","misyoner pozisyonu"
"5375","miting"
"5376","mitokondri"
"5377","mitoloji"
"5378","mitralyöz"
"5379","miya"
"5380","miyar"
"5381","miyav"
"5382","miyoloji"
"5383","mizah"
"5384","mizanpaj"
"5385","mizansen"
"5386","mizantropi"
"5387","MKYK"
"5388","mobbing"
"5389","mobilya"
"5390","mod"
"5391","moda"
"5392","model"
"5393","model-view-presenter"
"5394","modernizm"
"5395","modernlik"
"5396","modifikasyon"
"5397","Mogadiþulu"
"5398","mokasen"
"5399","mola"
"5400","molekül"
"5401","molibden"
"5402","moloz"
"5403","Monakolu"
"5404","monarþi"
"5405","monitör"
"5406","monolog"
"5407","monoseksüellik"
"5408","monoteizm"
"5409","monþer"
"5410","montaj"
"5411","mor"
"5412","moral"
"5413","morfin"
"5414","mormeni"
"5415","moron"
"5416","mors"
"5417","moruk"
"5418","motel"
"5419","motor"
"5420","motorin"
"5421","motosiklet"
"5422","motör"
"5423","mösyö"
"5424","muadele"
"5425","muafiyet"
"5426","muahede"
"5427","muallim"
"5428","muamele"
"5429","muasýrlýk"
"5430","muavin"
"5431","muayene"
"5432","muayenehane"
"5433","mucit"
"5434","mucize"
"5435","muck"
"5436","muðlalýk"
"5437","muhabbet"
"5438","muhabbet kuþu"
"5439","muhabere"
"5440","muhabir"
"5441","muhaceret"
"5442","muhacir"
"5443","muhafaza"
"5444","muhafazakâr"
"5445","muhafazakârlýk"
"5446","muhafýz"
"5447","muhakeme"
"5448","muhalefet"
"5449","muhalif"
"5450","muhallebi"
"5451","muharebe"
"5452","muharip"
"5453","muharrir"
"5454","muhasamat"
"5455","muhasebe"
"5456","muhasebeci"
"5457","muhasip"
"5458","muhrip"
"5459","muhtar"
"5460","muhtariyet"
"5461","muhtekir"
"5462","muhtýra"
"5463","mukabil"
"5464","mukaddeme"
"5465","mukadderat"
"5466","mukaddeslik"
"5467","mukavele"
"5468","mukavemet"
"5469","mum"
"5470","mumluk"
"5471","mumya"
"5472","murahhas"
"5473","murakabe"
"5474","murat"
"5475","musalla"
"5476","Musevi"
"5477","Musevilik"
"5478","musibet"
"5479","musiki"
"5480","musluk"
"5481","muson"
"5482","mustatil"
"5483","muþ"
"5484","muþmula"
"5485","mut"
"5486","mutavassýt"
"5487","mutfak"
"5488","mutlak sýfýr"
"5489","mutlakiyet"
"5490","mutlu"
"5491","mutlu son"
"5492","mutluluk"
"5493","mutsuzluk"
"5494","muvaffakiyet"
"5495","muz"
"5496","mübadele"
"5497","mübadil"
"5498","mücadele"
"5499","mücahit"
"5500","mücevher"
"5501","mücrim"
"5502","mücver"
"5503","müdafaa"
"5504","müdahale"
"5505","müddeiumumilik"
"5506","müddet"
"5507","müderris"
"5508","müdiriyet"
"5509","müdür"
